Title,City,Name,Skill
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,OpenCV
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,Tensorflow
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,Computer Engineering
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,Java
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,SQL
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,CUDA
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,Computer
Senior Machine Learning and NLP Engineer,Cairo,Antal International - Eg...,Pandas
Senior Full Stack Developer,Giza,Algoriza,.Net
Senior Full Stack Developer,Giza,Algoriza,Angular
Senior Full Stack Developer,Giza,Algoriza,HTML
Senior Full Stack Developer,Giza,Algoriza,CSS
Senior Full Stack Developer,Giza,Algoriza,SQL
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Quality Assurance
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Quality Control
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Engineering
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Quality
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Computer Science
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,QA
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Information Technology (IT)
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Software Testing
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,QC
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Testing
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Software Development
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Software Engineering
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Computer Engineering
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Agile
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,ISTQB
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Science
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Software
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Mechanical Engineering
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,Microsoft Office
Quality Assurance Engineer - Jumia (Full Time) Tech - Africa - Egypt,Cairo,Jumia Technologies AG,SQL
Project Manager at Software House,Cairo,intrazero,PMP
Project Manager at Software House,Cairo,intrazero,Project Management
Project Manager at Software House,Cairo,intrazero,Information Technology (IT)
Senior Project Manager | Banking,Cairo,Expleo,Banking
Senior Project Manager | Banking,Cairo,Expleo,Computer Science
Senior Project Manager | Banking,Cairo,Expleo,Information Technology (IT)
Senior Project Manager | Banking,Cairo,Expleo,Management
Senior Project Manager | Banking,Cairo,Expleo,Project
Senior Project Manager | Banking,Cairo,Expleo,PMP
Senior Project Manager | Banking,Cairo,Expleo,Project Management
Senior Project Manager | Banking,Cairo,Expleo,Analysis
Senior Project Manager | Banking,Cairo,Expleo,Agile
Senior Project Manager | Banking,Cairo,Expleo,Engineering
Senior Project Manager | Banking,Cairo,Expleo,business
Senior Project Manager | Banking,Cairo,Expleo,Treasury
Node JS Developer,Cairo,Sceel.io,Cloud
Node JS Developer,Cairo,Sceel.io,API
Node JS Developer,Cairo,Sceel.io,Database
Node JS Developer,Cairo,Sceel.io,Firebase
Node JS Developer,Cairo,Sceel.io,JavaScript
Node JS Developer,Cairo,Sceel.io,Kubernetes
Node JS Developer,Cairo,Sceel.io,NodeJS
Node JS Developer,Cairo,Sceel.io,Oracle
Node JS Developer,Cairo,Sceel.io,Software Development
Node JS Developer,Cairo,Sceel.io,OCI
Node JS Developer,Cairo,Sceel.io,Oracle cloud infrastructure
Node JS Developer,Cairo,Sceel.io,terraform
Senior Ruby on rails Developer,Cairo,Sceel.io,Ruby on Rails
Senior Ruby on rails Developer,Cairo,Sceel.io,Software Development
Senior Ruby on rails Developer,Cairo,Sceel.io,HTML
Senior Ruby on rails Developer,Cairo,Sceel.io,JavaScript
Senior Ruby on rails Developer,Cairo,Sceel.io,Rails
Senior Ruby on rails Developer,Cairo,Sceel.io,Software
Senior Ruby on rails Developer,Cairo,Sceel.io,Ruby
Senior Ruby on rails Developer,Cairo,Sceel.io,Software Engineering
Senior Ruby on rails Developer,Cairo,Sceel.io,Engineering
Sr. Front End Developer,Cairo,LINK TSP,front-end
Sr. Front End Developer,Cairo,LINK TSP,HTML5
Sr. Front End Developer,Cairo,LINK TSP,Computer Science
Sr. Front End Developer,Cairo,LINK TSP,Agile
Sr. Front End Developer,Cairo,LINK TSP,Software Development
Sr. Front End Developer,Cairo,LINK TSP,React
Sr. Front End Developer,Cairo,LINK TSP,JavaScript
ERP Senior Specialist,Cairo,EAST,ERP
ERP Senior Specialist,Cairo,EAST,Microsoft Dynamics
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,Dynamics AX
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,Dynamics AX 2012
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,Information Technology (IT)
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,Microsoft Dynamics
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,Microsoft Dynamics AX
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,SSRS Reports
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,ERP
Application Support Microsoft Dynamics AX2012R3,Cairo,Smartverse,Computer Science
Data Engineer,Giza,LxT,Computer Engineering
Data Engineer,Giza,LxT,Data Engineering
Data Engineer,Giza,LxT,Python
Data Engineer,Giza,LxT,SQL
Full Stack Developer,Cairo,Viavi Solutions,Angular
Full Stack Developer,Cairo,Viavi Solutions,OOP
Full Stack Developer,Cairo,Viavi Solutions,Front end
Full Stack Developer,Cairo,Viavi Solutions,Git
Full Stack Developer,Cairo,Viavi Solutions,Information Technology (IT)
Full Stack Developer,Cairo,Viavi Solutions,Linux
Full Stack Developer,Cairo,Viavi Solutions,JavaScript
Full Stack Developer,Cairo,Viavi Solutions,REST
Full Stack Developer,Cairo,Viavi Solutions,Computer Science
Full Stack Developer,Cairo,Viavi Solutions,Engineering
Full Stack Developer,Cairo,Viavi Solutions,Software
Full Stack Developer,Cairo,Viavi Solutions,MongoDB
Senior Linux Engineer,Cairo,Basata,CCNA
Senior Linux Engineer,Cairo,Basata,Computer Science
Senior Linux Engineer,Cairo,Basata,Engineering
Senior Linux Engineer,Cairo,Basata,Linux
Senior Linux Engineer,Cairo,Basata,MySQL
Senior Linux Engineer,Cairo,Basata,Security
Senior Linux Engineer,Cairo,Basata,PostgreSQL
Senior Linux Engineer,Cairo,Basata,Software
Senior Linux Engineer,Cairo,Basata,SQL
Senior Linux Engineer,Cairo,Basata,Software Development
Product Owner,Cairo,Azm development,Agile
Product Owner,Cairo,Azm development,Product Owner
Product Owner,Cairo,Azm development,Software Development
Product Owner,Cairo,Azm development,Atlassian JIRA
Product Owner,Cairo,Azm development,JIRA
English speaking accountant who wants to shift career to IT,Cairo,OdooTec,Accounting
English speaking accountant who wants to shift career to IT,Cairo,OdooTec,ERP
English speaking accountant who wants to shift career to IT,Cairo,OdooTec,Odoo
Information Technology Specialist,Cairo,GLOBAL AUTO,Information Technology (IT)
Information Technology Specialist,Cairo,GLOBAL AUTO,Hardware
Information Technology Specialist,Cairo,GLOBAL AUTO,Installation
Information Technology Specialist,Cairo,GLOBAL AUTO,Computer Science
Information Technology Specialist,Cairo,GLOBAL AUTO,computer
Information Technology Specialist,Cairo,GLOBAL AUTO,Technical Support
Information Technology Specialist,Cairo,GLOBAL AUTO,system
Information Technology Specialist,Cairo,GLOBAL AUTO,Software
Junior java developer,Giza,WSC,Programming
Junior java developer,Giza,WSC,Software
Junior java developer,Giza,WSC,Computer Science
Junior java developer,Giza,WSC,Information Technology (IT)
Junior java developer,Giza,WSC,Java
Junior java developer,Giza,WSC,Software Development
Junior java developer,Giza,WSC,Software Engineering
Business Development Manager,Cairo,Telegeeks LLC,Business Administration
Business Development Manager,Cairo,Telegeeks LLC,Business Development
Business Development Manager,Cairo,Telegeeks LLC,sales skills
Business Development Manager,Cairo,Telegeeks LLC,Sales
Business Development Manager,Cairo,Telegeeks LLC,Management
Business Development Manager,Cairo,Telegeeks LLC,CRM
Business Development Manager,Cairo,Telegeeks LLC,Administration
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Information Technology (IT)
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Computer Science
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Software Development
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Software Engineering
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Engineering
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Computer Engineering
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Software
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,javaScript
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,SQL
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,HTML
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,CSS
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Web Development
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,MVC
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,C#
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Agile
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,PHP
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,Java
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,.NET
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,HTML5
Software Engineer,Alexandria,ECONSTRUCT DESIGN & BUIL...,jQuery
Project Admin,Cairo,Giza Arabia Systems,Administration
Project Admin,Cairo,Giza Arabia Systems,Project Management
Project Admin,Cairo,Giza Arabia Systems,Admin
Project Admin,Cairo,Giza Arabia Systems,Microsoft Office
Project Admin,Cairo,Giza Arabia Systems,Secretary
Project Admin,Cairo,Giza Arabia Systems,Business Administration
Project Admin,Cairo,Giza Arabia Systems,Office Management
Project Admin,Cairo,Giza Arabia Systems,Project Coordination
Project Admin,Cairo,Giza Arabia Systems,Admin Assistant
Project Admin,Cairo,Giza Arabia Systems,Information Technology (IT)
Project Admin,Cairo,Giza Arabia Systems,PMP
Project Admin,Cairo,Giza Arabia Systems,Document Control
Project Admin,Cairo,Giza Arabia Systems,EDMS
Project Admin,Cairo,Giza Arabia Systems,English
Project Admin,Cairo,Giza Arabia Systems,MS Office
Project Admin,Cairo,Giza Arabia Systems,Project Coordinator
Project Admin,Cairo,Giza Arabia Systems,Computer Skills
Project Admin,Cairo,Giza Arabia Systems,Editing
Project Admin,Cairo,Giza Arabia Systems,Business Planning
Project Admin,Cairo,Giza Arabia Systems,Consulting
Senior Automation Specialist,Cairo,Giza Arabia Systems,Marketing
Senior Automation Specialist,Cairo,Giza Arabia Systems,Social Media
Senior Automation Specialist,Cairo,Giza Arabia Systems,Human Resources (HR)
Senior Automation Specialist,Cairo,Giza Arabia Systems,E-marketing
Senior Automation Specialist,Cairo,Giza Arabia Systems,Microsoft Office
Senior Automation Specialist,Cairo,Giza Arabia Systems,Digital Marketing
Senior Automation Specialist,Cairo,Giza Arabia Systems,Media
Senior Automation Specialist,Cairo,Giza Arabia Systems,Information Technology (IT)
Senior Automation Specialist,Cairo,Giza Arabia Systems,Sales
Senior Automation Specialist,Cairo,Giza Arabia Systems,Computer Science
Senior Automation Specialist,Cairo,Giza Arabia Systems,SEO
Senior Automation Specialist,Cairo,Giza Arabia Systems,Recruitment
Senior Automation Specialist,Cairo,Giza Arabia Systems,Sales Skills
Senior Automation Specialist,Cairo,Giza Arabia Systems,English
Senior Automation Specialist,Cairo,Giza Arabia Systems,Market Research
Senior Automation Specialist,Cairo,Giza Arabia Systems,Communication Skills
Senior Automation Specialist,Cairo,Giza Arabia Systems,Computer Skills
Senior Automation Specialist,Cairo,Giza Arabia Systems,Logistics
Senior Automation Specialist,Cairo,Giza Arabia Systems,Sales Target
Senior Automation Specialist,Cairo,Giza Arabia Systems,Supply Chain
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,engineering
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,sales
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,sales skills
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,customer service
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,mechanical engineering
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,operations
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,english
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,maintenance
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,analysis
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,business
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,integration
Regional Cooling Service Expert (Cooling systems/HVAC systems),Cairo,Schneider Electric - Egy...,leadership
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Human Resources (HR)
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Recruitment
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Information Technology (IT)
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Computer Science
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Talent Acquisition
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Interviewing
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Screening
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Technical Support
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Commerce
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,SQL
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Sourcing
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,AME
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Application Support
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Business Administration
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Configuring
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Customer Care
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Customer Service
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Customer Support
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,HR
Senior Technical Talent Acquisition Consultant,Cairo,Antal International - Eg...,Installation
Test Engineer,Cairo,DXC.technology,Computer Science
Test Engineer,Cairo,DXC.technology,Information Technology (IT)
Test Engineer,Cairo,DXC.technology,Testing
Test Engineer,Cairo,DXC.technology,Software Testing
Test Engineer,Cairo,DXC.technology,Software Development
Test Engineer,Cairo,DXC.technology,Software Engineering
Test Engineer,Cairo,DXC.technology,Engineering
Test Engineer,Cairo,DXC.technology,Quality Control
Test Engineer,Cairo,DXC.technology,Computer Engineering
Test Engineer,Cairo,DXC.technology,Quality Assurance
Test Engineer,Cairo,DXC.technology,Software
Test Engineer,Cairo,DXC.technology,Agile
Test Engineer,Cairo,DXC.technology,Quality
Test Engineer,Cairo,DXC.technology,SQL
Test Engineer,Cairo,DXC.technology,QA
Test Engineer,Cairo,DXC.technology,javaScript
Test Engineer,Cairo,DXC.technology,QC
Test Engineer,Cairo,DXC.technology,ISTQB
Test Engineer,Cairo,DXC.technology,C#
Test Engineer,Cairo,DXC.technology,Java
IT operation and maintenance engineer,Giza,Midea Group,IT
IT operation and maintenance engineer,Giza,Midea Group,Maintenance
IT operation and maintenance engineer,Giza,Midea Group,Computer Science
IT operation and maintenance engineer,Giza,Midea Group,Customer Service
IT operation and maintenance engineer,Giza,Midea Group,Communication skills
IT operation and maintenance engineer,Giza,Midea Group,ERP
IT operation and maintenance engineer,Giza,Midea Group,Oracle
IT operation and maintenance engineer,Giza,Midea Group,Project Management
IT operation and maintenance engineer,Giza,Midea Group,Information Technology (IT)
IT operation and maintenance engineer,Giza,Midea Group,MES
IT operation and maintenance engineer,Giza,Midea Group,MLS
IT operation and maintenance engineer,Giza,Midea Group,QMS
IT operation and maintenance engineer,Giza,Midea Group,SCADA
IT operation and maintenance engineer,Giza,Midea Group,APS
IT operation and maintenance engineer,Giza,Midea Group,SRM
Junior Computer Vision Engineer,Cairo,Noases,Engineering
Junior Computer Vision Engineer,Cairo,Noases,Computer Science
Junior Computer Vision Engineer,Cairo,Noases,Information Technology (IT)
Junior Computer Vision Engineer,Cairo,Noases,Software Development
Junior Computer Vision Engineer,Cairo,Noases,Programming
Junior Computer Vision Engineer,Cairo,Noases,Design
Junior Computer Vision Engineer,Cairo,Noases,Software Engineering
Junior Computer Vision Engineer,Cairo,Noases,Machine Learning
Customer Support Advisor,Cairo,IQRA Network,Presentation
Customer Support Advisor,Cairo,IQRA Network,Service
Customer Support Advisor,Cairo,IQRA Network,Skills
Customer Support Advisor,Cairo,IQRA Network,Support
Customer Support Advisor,Cairo,IQRA Network,Communication
Customer Support Advisor,Cairo,IQRA Network,CRM Systems
Customer Support Advisor,Cairo,IQRA Network,Customer
Customer Support Advisor,Cairo,IQRA Network,Customer Care
Customer Support Advisor,Cairo,IQRA Network,Customer Service
Customer Support Advisor,Cairo,IQRA Network,Customer Support
Customer Support Advisor,Cairo,IQRA Network,Sales
Customer Support Advisor,Cairo,IQRA Network,CRM
Customer Support Advisor,Cairo,IQRA Network,Information technology
Customer Support Advisor,Cairo,IQRA Network,Help desk
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Customer Service
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Customer Support
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Customer Care
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Microsoft Office
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Call Center
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Sales
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Communication Skills
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,English
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Computer Science
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Information Technology (IT)
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Logistics
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Computer Skills
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Marketing
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Sales Skills
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Real Estate
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Supply Chain
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Administration
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Engineering
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,Contact Center
Trading Services Specialist,Cairo,Zeal Capital Market (Sey...,CRM
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Engineering
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Information Technology (IT)
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Computer Science
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Civil Engineering
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Project Management
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Software Development
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Mechanical Engineering
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Software Engineering
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Management
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Microsoft Office
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Computer Engineering
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Electrical Engineering
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Sales
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Sales Skills
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Java
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Software
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Architecture
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Construction
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Customer Service
Lead Management Engineer - French Speaker,Cairo,Schneider Electric - Egy...,Maintenance
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,sales
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,sales skills
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,information technology (it)
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,computer science
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,banking
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,english
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,software
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,business
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,planning
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,communication
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,financial solutions
Sales Client Executive – Banking/Financial Services -Large Multinational IT,Cairo,PILLARS CONSULTANCY & RE...,software applications
Senior UI/UX Designer,Cairo,AFFSQUARE,Adobe XD
Senior UI/UX Designer,Cairo,AFFSQUARE,Figma
Senior UI/UX Designer,Cairo,AFFSQUARE,UI
Senior UI/UX Designer,Cairo,AFFSQUARE,UI/UX
Senior UI/UX Designer,Cairo,AFFSQUARE,UX Design
Senior UI/UX Designer,Cairo,AFFSQUARE,UX
Senior UI/UX Designer,Cairo,AFFSQUARE,Ui/ux Design
Senior UI/UX Designer,Cairo,AFFSQUARE,Design
Senior UI/UX Designer,Cairo,AFFSQUARE,Computer Science
Senior UI/UX Designer,Cairo,AFFSQUARE,adobe
Senior UI/UX Designer,Cairo,AFFSQUARE,mobile applications
Senior UI/UX Designer,Cairo,AFFSQUARE,Information Technology (IT)
Senior UI/UX Designer,Cairo,AFFSQUARE,front-end
Mid Level Testing Engineer,Cairo,Octane solutions,Agile
Mid Level Testing Engineer,Cairo,Octane solutions,Automation
Mid Level Testing Engineer,Cairo,Octane solutions,computer
Mid Level Testing Engineer,Cairo,Octane solutions,Computer Science
Mid Level Testing Engineer,Cairo,Octane solutions,Engineering
Mid Level Testing Engineer,Cairo,Octane solutions,Information Technology (IT)
Mid Level Testing Engineer,Cairo,Octane solutions,quality
Mid Level Testing Engineer,Cairo,Octane solutions,Science
Mid Level Testing Engineer,Cairo,Octane solutions,Security
Mid Level Testing Engineer,Cairo,Octane solutions,Software Development
Mid Level Testing Engineer,Cairo,Octane solutions,Testing
Senior Testing Engineer,Cairo,Octane solutions,Agile
Senior Testing Engineer,Cairo,Octane solutions,Automation
Senior Testing Engineer,Cairo,Octane solutions,computer
Senior Testing Engineer,Cairo,Octane solutions,Computer Science
Senior Testing Engineer,Cairo,Octane solutions,Engineering
Senior Testing Engineer,Cairo,Octane solutions,Information Technology (IT)
Senior Testing Engineer,Cairo,Octane solutions,quality
Senior Testing Engineer,Cairo,Octane solutions,Science
Senior Testing Engineer,Cairo,Octane solutions,Security
Senior Testing Engineer,Cairo,Octane solutions,Software Development
Senior Testing Engineer,Cairo,Octane solutions,Testing
Java Developer,Cairo,DXC.technology,Java
Java Developer,Cairo,DXC.technology,Computer Science
Java Developer,Cairo,DXC.technology,Information Technology (IT)
Java Developer,Cairo,DXC.technology,Software Development
Java Developer,Cairo,DXC.technology,Software Engineering
Java Developer,Cairo,DXC.technology,javaScript
Java Developer,Cairo,DXC.technology,Engineering
Java Developer,Cairo,DXC.technology,Computer Engineering
Java Developer,Cairo,DXC.technology,HTML
Java Developer,Cairo,DXC.technology,SQL
Java Developer,Cairo,DXC.technology,CSS
Java Developer,Cairo,DXC.technology,Android
Java Developer,Cairo,DXC.technology,Web Development
Java Developer,Cairo,DXC.technology,Software
Java Developer,Cairo,DXC.technology,Agile
Java Developer,Cairo,DXC.technology,Git
Java Developer,Cairo,DXC.technology,JSON
Java Developer,Cairo,DXC.technology,Oracle
Java Developer,Cairo,DXC.technology,XML
Java Developer,Cairo,DXC.technology,C#
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Computer Science
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Information Technology (IT)
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Software Engineering
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Software Development
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Business Development
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,E-Commerce
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,PHP
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Sales
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,javaScript
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Quality
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Agile
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,C#
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,CSS
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Computer Engineering
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Engineering
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Git
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,HTML
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,MVC
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Magento
Senior Manager E-Payments Development,Cairo,Raya Holding for Financi...,Management
Senior Front End Developer,Cairo,SURE International Techn...,Angular
Senior Front End Developer,Cairo,SURE International Techn...,front-end web development
Senior Front End Developer,Cairo,SURE International Techn...,Front-End Development
Information Security Senior Specialist,Cairo,Xceed Contact Center,Computer Science
